@T,table,
,2018-03-05 08:40,0.055776539
,2018-03-05 08:45,0.0266062
,2018-03-05 08:50,0.099460881
,2018-03-05 08:55,0.048616001
,2018-03-05 09:00,0.039949835
,2018-03-05 09:05,0.086477495
,2018-03-05 09:10,0.008594554
,2018-03-05 09:15,0.060662509
,2018-03-05 09:20,0.069451398
,2018-03-05 09:25,0.047591364
,2018-03-05 09:30,0.097213254
,2018-03-05 09:35,0.02324468
,2018-03-05 09:40,0.015665675
,2018-03-05 09:45,0.000234397
,2018-03-05 09:50,0.09724591
,2018-03-05 09:55,0.018030925
,2018-03-05 10:00,0.070468944
,2018-03-05 10:05,0.065797572
,2018-03-05 10:10,0.04575077
,2018-03-05 10:15,0.017924743
,2018-03-05 10:20,0.02940224
,2018-03-05 10:25,0.08886396
,2018-03-05 10:30,0.010099628
,2018-03-05 10:35,0.065962159
,2018-03-05 10:40,0.048294117
,2018-03-05 10:45,0.088520114
,2018-03-05 10:50,0.079357127
,2018-03-05 10:55,0.002158716
,2018-03-05 11:00,0.062598859
,2018-03-05 11:05,0.088764207
,2018-03-05 11:10,0.082625381
,2018-03-05 11:15,0.012552066
,2018-03-05 11:20,0.041572641
,2018-03-05 11:25,0.001571024
,2018-03-05 11:30,0.048264362
,2018-03-05 11:35,0.058536166
,2018-03-05 11:40,0.079461721
,2018-03-05 11:45,0.098951088
,2018-03-05 11:50,0.037731937
,2018-03-05 11:55,0.076549599
,2018-03-05 12:00,0.047494066
,2018-03-05 12:05,0.06368733
,2018-03-05 12:10,0.068568394
,2018-03-05 12:15,0.073449459
,2018-03-05 12:20,0.078330523
,2018-03-05 12:25,0.083211587
,2018-03-05 12:30,0.088092652
,2018-03-05 12:35,0.092973716
,2018-03-05 12:40,0.097854781
,2018-03-05 12:45,0.102735845
,2018-03-05 12:50,0.10761691
,2018-03-05 12:55,0.112497974
,2018-03-05 13:00,0.117379039
,2018-03-05 13:05,0.122260103
,2018-03-05 13:10,0.127141167
,2018-03-05 13:15,0.132022232
,2018-03-05 13:20,0.136903296
,2018-03-05 13:25,0.141784361
,2018-03-05 13:30,0.065962159
,2018-03-05 13:35,0.048294117
,2018-03-05 13:40,0.088520114
,2018-03-05 13:45,0.079357127
,2018-03-05 13:50,0.002158716
,2018-03-05 13:55,0.062598859
,2018-03-05 14:00,0.088764207
,2018-03-05 14:05,0.082625381
,2018-03-05 14:10,0.012552066
,2018-03-05 14:15,0.041572641
,2018-03-05 14:20,0.001571024
,2018-03-05 14:25,0.048264362
,2018-03-05 14:30,0.058536166
,2018-03-05 14:35,0.079461721
,2018-03-05 14:40,0.098951088
,2018-03-05 14:45,0.037731937
,2018-03-05 14:50,0.076549599
,2018-03-05 14:55,0.055776539
,2018-03-05 15:00,0.0266062
,2018-03-05 15:05,0.099460881
,2018-03-05 15:10,0.048616001
,2018-03-05 15:15,0.039949835
,2018-03-05 15:20,0.086477495
,2018-03-05 15:25,0.008594554
,2018-03-05 15:30,0.060662509
,2018-03-05 15:35,0.069451398
,2018-03-05 15:40,0.047591364
,2018-03-05 15:45,0.097213254
,2018-03-05 15:50,0.02324468
,2018-03-05 15:55,0.015665675
,2018-03-05 16:00,0.000234397
,2018-03-05 16:05,0.09724591
,2018-03-05 16:10,0.018030925
,2018-03-05 16:15,0.070468944
,2018-03-05 16:20,0.065797572
,2018-03-05 16:25,0.04575077
,2018-03-05 16:30,0.017924743
,2018-03-05 16:35,0.02940224
,2018-03-05 16:40,0.08886396
,2018-03-05 16:45,0.010099628
,2018-03-05 16:50,0.065962159
,2018-03-05 16:55,0.040218387
,2018-03-05 17:00,0.038203861
,2018-03-05 17:05,0.036189336
,2018-03-05 17:10,0.03417481
,2018-03-05 17:15,0.032160285
,2018-03-05 17:20,0.030145759
,2018-03-05 17:25,0.028131234
,2018-03-05 17:30,0.026116708
,2018-03-05 17:35,0.024102182
,2018-03-05 17:40,0.022087657
,2018-03-05 17:45,0.020073131
,2018-03-05 17:50,0.018058606
,2018-03-05 17:55,0.01604408
,2018-03-05 18:00,0.014029555
,2018-03-05 18:05,0.098951088
,2018-03-05 18:10,0.037731937
,2018-03-05 18:15,0.076549599
,2018-03-05 18:20,0.047494066
,2018-03-05 18:25,0.06368733
,2018-03-05 18:30,0.068568394
,2018-03-05 18:35,0.073449459
,2018-03-05 18:40,0.078330523
,2018-03-05 18:45,0.083211587
,2018-03-05 18:50,0.088092652
,2018-03-05 18:55,0.092973716
,2018-03-05 19:00,0.097854781
,2018-03-05 19:05,0.102735845
,2018-03-05 19:10,0.068568394
,2018-03-05 19:15,0.073449459
,2018-03-05 19:20,0.078330523
,2018-03-05 19:25,0.083211587
,2018-03-05 19:30,0.088092652
,2018-03-05 19:35,0.092973716
,2018-03-05 19:40,0.097854781
,2018-03-05 19:45,0.010099628
,2018-03-05 19:50,0.065962159
,2018-03-05 19:55,0.040218387
,2018-03-05 20:00,0.038203861
,2018-03-05 20:05,0.036189336
,2018-03-05 20:10,0.03417481
,2018-03-05 20:15,0.032160285
,2018-03-05 20:20,0.030145759
,2018-03-05 20:25,0.028131234
,2018-03-05 20:30,0.026116708
,2018-03-05 20:35,0.024102182
,2018-03-05 20:40,0.022087657
,2018-03-05 20:45,0.020073131
,2018-03-05 20:50,0.018058606
,2018-03-05 20:55,0.01604408
,2018-03-05 21:00,0.014029555
,2018-03-05 21:05,0.070468944
,2018-03-05 21:10,0.065797572
,2018-03-05 21:15,0.04575077
,2018-03-05 21:20,0.017924743
,2018-03-05 21:25,0.02940224
,2018-03-05 21:30,0.08886396
,2018-03-05 21:35,0.010099628
,2018-03-05 21:40,0.065962159
,2018-03-05 21:45,0.040218387
,2018-03-05 21:50,0.038203861
,2018-03-05 21:55,0.036189336
,2018-03-05 22:00,0.03417481
,2018-03-05 22:05,0.032160285
,2018-03-05 22:10,0.068998551
,2018-03-05 22:15,0.082054214
,2018-03-05 22:20,0.015768876
,2018-03-05 22:25,0.060324868
,2018-03-05 22:30,0.018896489
,2018-03-05 22:35,0.091381834
,2018-03-05 22:40,0.084258401
,2018-03-05 22:45,0.020576878
,2018-03-05 22:50,0.064212897
,2018-03-05 22:55,0.00278434
,2018-03-05 23:00,0.004111247
,2018-03-05 23:05,0.057680367
,2018-03-05 23:10,0.048716706
,2018-03-05 23:15,0.002501825
,2018-03-05 23:20,0.041462139
,2018-03-05 23:25,0.028977145
,2018-03-05 23:30,0.077129699
,2018-03-05 23:35,0.005118285
,2018-03-05 23:40,0.096481387
,2018-03-05 23:45,0.056213739
,2018-03-05 23:50,0.043988051
,2018-03-05 23:55,0.04515705
,2018-03-06 00:00,0.082671995
,2018-03-06 00:05,0.888924844
,2018-03-06 00:10,0.660515385
,2018-03-06 00:15,0.288289524
,2018-03-06 00:20,0.466428666
,2018-03-06 00:25,0.230127018
,2018-03-06 00:30,0.214164051
,2018-03-06 00:35,0.535688239
,2018-03-06 00:40,0.593911396
,2018-03-06 00:45,0.536499911
,2018-03-06 00:50,0.734801208
,2018-03-06 00:55,0.699269499
,2018-03-06 01:00,0.612204788
,2018-03-06 01:05,0.691183427
,2018-03-06 01:10,0.725842676
,2018-03-06 01:15,0.78592589
,2018-03-06 01:20,0.922883372
,2018-03-06 01:25,0.664244223
,2018-03-06 01:30,0.193883294
,2018-03-06 01:35,0.048829441
,2018-03-06 01:40,0.102506433
,2018-03-06 01:45,0.527523619
,2018-03-06 01:50,0.499509324
,2018-03-06 01:55,0.376981071
,2018-03-06 02:00,0.957199731
,2018-03-06 02:05,0.419347078
,2018-03-06 02:10,0.051417543
,2018-03-06 02:15,0.055910863
,2018-03-06 02:20,0.774099152
,2018-03-06 02:25,0.457579186
,2018-03-06 02:30,0.494305541
,2018-03-06 02:35,0.754626754
,2018-03-06 02:40,0.695234461
,2018-03-06 02:45,0.977920103
,2018-03-06 02:50,0.432162534
,2018-03-06 02:55,0.045547562
,2018-03-06 03:00,0.722102585
,2018-03-06 03:05,0.119560673
,2018-03-06 03:10,0.543907085
,2018-03-06 03:15,0.471822031
,2018-03-06 03:20,0.32181684
,2018-03-06 03:25,0.174842688
,2018-03-06 03:30,0.520434923
,2018-03-06 03:35,0.839530948
,2018-03-06 03:40,0.580070096
,2018-03-06 03:45,0.455707158
,2018-03-06 03:50,0.497350062
,2018-03-06 03:55,0.216525923
,2018-03-06 04:00,0.423008081
,2018-03-06 04:05,0.327576939
,2018-03-06 04:10,0.173775282
,2018-03-06 04:15,0.084100326
,2018-03-06 04:20,0.451776
,2018-03-06 04:25,0.784758452
,2018-03-06 04:30,0.954767769
,2018-03-06 04:35,0.762765395
,2018-03-06 04:40,0.595190973
,2018-03-06 04:45,0.332741172
,2018-03-06 04:50,0.324299872
,2018-03-06 04:55,0.259750233
,2018-03-06 05:00,0.976263916
,2018-03-06 05:05,0.116530228
,2018-03-06 05:10,0.197928002
,2018-03-06 05:15,0.240023492
,2018-03-06 05:20,0.538433815
,2018-03-06 05:25,0.236705815
,2018-03-06 05:30,0.818354054
,2018-03-06 05:35,0.421137475
,2018-03-06 05:40,0.716325415
,2018-03-06 05:45,0.078299117
,2018-03-06 05:50,0.18596281
,2018-03-06 05:55,0.346616634
,2018-03-06 06:00,0.318831026
,2018-03-06 06:05,0.780690342
,2018-03-06 06:10,0.570731131
,2018-03-06 06:15,0.631894551
,2018-03-06 06:20,0.545500513
,2018-03-06 06:25,0.36381063
,2018-03-06 06:30,0.949063318
,2018-03-06 06:35,0.128203184
,2018-03-06 06:40,0.194314665
,2018-03-06 06:45,0.783870865
,2018-03-06 06:50,0.826437141
,2018-03-06 06:55,0.22607393
,2018-03-06 07:00,0.056270688
,2018-03-06 07:05,0.565917168
,2018-03-06 07:10,0.511172585
,2018-03-06 07:15,0.010400616
,2018-03-06 07:20,0.447925188
,2018-03-06 07:25,0.074973764
,2018-03-06 07:30,0.045487935
,2018-03-06 07:35,0.059807376
,2018-03-06 07:40,0.875003217
,2018-03-06 07:45,0.242275558
,2018-03-06 07:50,0.751492467
,2018-03-06 07:55,0.912277067
,2018-03-06 08:00,0.397033731
,2018-03-06 08:05,0.217039625
,2018-03-06 08:10,0.018198477
,2018-03-06 08:15,0.091909385
,2018-03-06 08:20,0.806312646
,2018-03-06 08:25,0.547177696
,2018-03-06 08:30,0.065049542
,2018-03-06 08:35,0.133053521
,2018-03-06 08:40,0.768293577
,2018-03-06 08:45,0.740660078
,2018-03-06 08:50,0.866150153
,2018-03-06 08:55,0.839252314
,2018-03-06 09:00,0.332559948
,2018-03-06 09:05,0.288056095
,2018-03-06 09:10,0.918460636
,2018-03-06 09:15,0.593876631
,2018-03-06 09:20,0.236017973
,2018-03-06 09:25,0.082868272
,2018-03-06 09:30,0.501138494
,2018-03-06 09:35,0.194828043
,2018-03-06 09:40,0.746245705
,2018-03-06 09:45,0.913463793
,2018-03-06 09:50,0.265954881
,2018-03-06 09:55,0.760876232
,2018-03-06 10:00,0.383123657
,2018-03-06 10:05,0.038032154
,2018-03-06 10:10,0.408462669
,2018-03-06 10:15,0.082055397
,2018-03-06 10:20,0.378516545
,2018-03-06 10:25,0.477438393
,2018-03-06 10:30,0.379997822
,2018-03-06 10:35,0.122960253
,2018-03-06 10:40,0.428736925
,2018-03-06 10:45,0.547611122
,2018-03-06 10:50,0.638124351
,2018-03-06 10:55,0.944647044
,2018-03-06 11:00,0.354147856
,2018-03-06 11:05,0.874246881
,2018-03-06 11:10,0.763273473
,2018-03-06 11:15,0.781145877
,2018-03-06 11:20,0.792392217
,2018-03-06 11:25,0.575154076
,2018-03-06 11:30,0.294791888
,2018-03-06 11:35,0.5838549
,2018-03-06 11:40,0.315261108
,2018-03-06 11:45,0.480341117
,2018-03-06 11:50,0.946763399
,2018-03-06 11:55,0.468279423
,2018-03-06 12:00,0.03281631
,2018-03-06 12:05,0.731914667
,2018-03-06 12:10,0.015449581
,2018-03-06 12:15,0.721097951
,2018-03-06 12:20,0.432762178
,2018-03-06 12:25,0.645636507
,2018-03-06 12:30,0.42824164
,2018-03-06 12:35,0.511700183
,2018-03-06 12:40,0.981649949
,2018-03-06 12:45,0.121934809
,2018-03-06 12:50,0.657686256
,2018-03-06 12:55,0.482974764
,2018-03-06 13:00,0.602773604
,2018-03-06 13:05,0.840122346
,2018-03-06 13:10,0.180293465
,2018-03-06 13:15,0.566514696
,2018-03-06 13:20,0.154182689
,2018-03-06 13:25,0.495535971
,2018-03-06 13:30,0.948500159
,2018-03-06 13:35,0.115651481
,2018-03-06 13:40,0.918866859
,2018-03-06 13:45,0.064024739
,2018-03-06 13:50,0.97881039
,2018-03-06 13:55,0.540848157
,2018-03-06 14:00,0.614077676
,2018-03-06 14:05,0.763556119
,2018-03-06 14:10,0.89379846
,2018-03-06 14:15,0.103688421
,2018-03-06 14:20,0.846172497
,2018-03-06 14:25,0.554454364
,2018-03-06 14:30,0.007449145
,2018-03-06 14:35,0.241794009
,2018-03-06 14:40,0.797592095
,2018-03-06 14:45,0.321334077
,2018-03-06 14:50,0.369592572
,2018-03-06 14:55,0.39125018
,2018-03-06 15:00,0.516088342
,2018-03-06 15:05,0.238250711
,2018-03-06 15:10,0.159745757
,2018-03-06 15:15,0.213209562
,2018-03-06 15:20,0.300615763
,2018-03-06 15:25,0.966404317
,2018-03-06 15:30,0.476286728
,2018-03-06 15:35,0.344589311
,2018-03-06 15:40,0.36046556
,2018-03-06 15:45,0.808968952
,2018-03-06 15:50,0.243601362
,2018-03-06 15:55,0.758560146
,2018-03-06 16:00,0.527035652
,2018-03-06 16:05,0.911149229
,2018-03-06 16:10,0.235037348
,2018-03-06 16:15,0.884272657
,2018-03-06 16:20,0.621111616
,2018-03-06 16:25,0.180518826
,2018-03-06 16:30,0.390728477
,2018-03-06 16:35,0.20479646
,2018-03-06 16:40,0.713600698
,2018-03-06 16:45,0.813949672
,2018-03-06 16:50,0.959201575
,2018-03-06 16:55,0.971055389
,2018-03-06 17:00,0.421262478
,2018-03-06 17:05,0.903387053
,2018-03-06 17:10,0.434528391
,2018-03-06 17:15,0.812234021
,2018-03-06 17:20,0.527572217
,2018-03-06 17:25,0.682039191
,2018-03-06 17:30,0.287469839
,2018-03-06 17:35,0.699669958
,2018-03-06 17:40,0.441084708
,2018-03-06 17:45,0.052725052
,2018-03-06 17:50,0.771326071
,2018-03-06 17:55,0.28395461
,2018-03-06 18:00,0.698986042
,2018-03-06 18:05,0.915111567
,2018-03-06 18:10,0.106420747
,2018-03-06 18:15,0.594411698
,2018-03-06 18:20,0.702085078
,2018-03-06 18:25,0.942101542
,2018-03-06 18:30,0.132232234
,2018-03-06 18:35,0.688993368
,2018-03-06 18:40,0.231138818
,2018-03-06 18:45,0.342065234
,2018-03-06 18:50,0.996156264
,2018-03-06 18:55,0.173195018
,2018-03-06 19:00,0.386790327
,2018-03-06 19:05,0.74526581
,2018-03-06 19:10,0.152582086
,2018-03-06 19:15,0.630508419
,2018-03-06 19:20,0.636896175
,2018-03-06 19:25,0.763357204
,2018-03-06 19:30,0.770796731
,2018-03-06 19:35,0.033779792
,2018-03-06 19:40,0.831594721
,2018-03-06 19:45,0.23627069
,2018-03-06 19:50,0.502509647
,2018-03-06 19:55,0.43856681
,2018-03-06 20:00,0.249162517
,2018-03-06 20:05,0.249769843
,2018-03-06 20:10,0.461063887
,2018-03-06 20:15,0.15714082
,2018-03-06 20:20,0.613293655
,2018-03-06 20:25,0.851554195
,2018-03-06 20:30,0.424772979
,2018-03-06 20:35,0.59282895
,2018-03-06 20:40,0.916494302
,2018-03-06 20:45,0.999423262
,2018-03-06 20:50,0.743718062
,2018-03-06 20:55,0.09403263
,2018-03-06 21:00,0.071444511
,2018-03-06 21:05,0.018684642
,2018-03-06 21:10,0.655112031
,2018-03-06 21:15,0.405775653
,2018-03-06 21:20,0.163058396
,2018-03-06 21:25,0.994364714
,2018-03-06 21:30,0.871407094
,2018-03-06 21:35,0.865269946
,2018-03-06 21:40,0.809818979
,2018-03-06 21:45,0.944216947
,2018-03-06 21:50,0.784650455
,2018-03-06 21:55,0.873399106
,2018-03-06 22:00,0.756338695
,2018-03-06 22:05,0.99996311
,2018-03-06 22:10,0.772017473
,2018-03-06 22:15,0.699414683
,2018-03-06 22:20,0.044432823
,2018-03-06 22:25,0.605161234
,2018-03-06 22:30,0.876353731
,2018-03-06 22:35,0.358094843
,2018-03-06 22:40,0.304879946
,2018-03-06 22:45,0.650635725
,2018-03-06 22:50,0.738119477
,2018-03-06 22:55,0.919533682
,2018-03-06 23:00,0.267972707
,2018-03-06 23:05,0.24532718
,2018-03-06 23:10,0.5335836
,2018-03-06 23:15,0.102479372
,2018-03-06 23:20,0.577763464
,2018-03-06 23:25,0.686584904
,2018-03-06 23:30,0.665365389
,2018-03-06 23:35,0.926852289
,2018-03-06 23:40,0.537444222
,2018-03-06 23:45,0.220333617
,2018-03-06 23:50,0.762296193
,2018-03-06 23:55,0.142326182
,2018-03-07 00:00,0.697889707
,2018-03-07 00:05,0.748679084
,2018-03-07 00:10,0.650969605
,2018-03-07 00:15,0.850025659
,2018-03-07 00:20,0.473166232
,2018-03-07 00:25,0.510613269
,2018-03-07 00:30,0.182604904
,2018-03-07 00:35,0.724607667
,2018-03-07 00:40,0.221715985
,2018-03-07 00:45,0.050491011
,2018-03-07 00:50,0.274932718
,2018-03-07 00:55,0.594485392
,2018-03-07 01:00,0.162138336
,2018-03-07 01:05,0.268937031
,2018-03-07 01:10,0.11342012
,2018-03-07 01:15,0.797832164
,2018-03-07 01:20,0.09924477
,2018-03-07 01:25,0.578573055
,2018-03-07 01:30,0.26152397
,2018-03-07 01:35,0.42418954
,2018-03-07 01:40,0.124857296
,2018-03-07 01:45,0.698646156
,2018-03-07 01:50,0.581228324
,2018-03-07 01:55,0.129895907
,2018-03-07 02:00,0.015692756
,2018-03-07 02:05,0.863880596
,2018-03-07 02:10,0.64811785
,2018-03-07 02:15,0.764423534
,2018-03-07 02:20,0.008665116
,2018-03-07 02:25,0.779989369
,2018-03-07 02:30,0.584601703
,2018-03-07 02:35,0.51476592
,2018-03-07 02:40,0.429245518
,2018-03-07 02:45,0.943889322
,2018-03-07 02:50,0.540667642
,2018-03-07 02:55,0.803892037
,2018-03-07 03:00,0.43150863
,2018-03-07 03:05,0.467443044
,2018-03-07 03:10,0.318452352
,2018-03-07 03:15,0.928194449
,2018-03-07 03:20,0.702460016
,2018-03-07 03:25,0.212526492
,2018-03-07 03:30,0.954264696
,2018-03-07 03:35,0.266653745
,2018-03-07 03:40,0.465745332
,2018-03-07 03:45,0.29773496
,2018-03-07 03:50,0.68314653
,2018-03-07 03:55,0.707783715
,2018-03-07 04:00,0.957071007
,2018-03-07 04:05,0.031540466
,2018-03-07 04:10,0.808643322
,2018-03-07 04:15,0.705435628
,2018-03-07 04:20,0.710912605
,2018-03-07 04:25,0.719864725
,2018-03-07 04:30,0.937617833
,2018-03-07 04:35,0.249181111
,2018-03-07 04:40,0.7878798
,2018-03-07 04:45,0.115001215
,2018-03-07 04:50,0.183902353
,2018-03-07 04:55,0.439410076
,2018-03-07 05:00,0.850742596
,2018-03-07 05:05,0.281167688
,2018-03-07 05:10,0.285450661
,2018-03-07 05:15,0.584004414
,2018-03-07 05:20,0.607942058
,2018-03-07 05:25,0.681694728
,2018-03-07 05:30,0.638044485
,2018-03-07 05:35,0.806487958
,2018-03-07 05:40,0.107336739
,2018-03-07 05:45,0.693775611
,2018-03-07 05:50,0.496798688
,2018-03-07 05:55,0.854494912
,2018-03-07 06:00,0.033532202
,2018-03-07 06:05,0.916361663
,2018-03-07 06:10,0.740892152
,2018-03-07 06:15,0.362959057
,2018-03-07 06:20,0.881678526
,2018-03-07 06:25,0.830701869
,2018-03-07 06:30,0.500265943
,2018-03-07 06:35,0.453470991
,2018-03-07 06:40,0.938390901
,2018-03-07 06:45,0.924845
,2018-03-07 06:50,0.078193044
,2018-03-07 06:55,0.946444275
,2018-03-07 07:00,0.835400248
,2018-03-07 07:05,0.815995176
,2018-03-07 07:10,0.95518921
,2018-03-07 07:15,0.595642094
,2018-03-07 07:20,0.609604237
,2018-03-07 07:25,0.62713804
,2018-03-07 07:30,0.154795319
,2018-03-07 07:35,0.278370871
,2018-03-07 07:40,0.81515048
,2018-03-07 07:45,0.272721895
,2018-03-07 07:50,0.705008201
,2018-03-07 07:55,0.50163571
,2018-03-07 08:00,0.273047554
,2018-03-07 08:05,0.23463526
,2018-03-07 08:10,0.559558009
,2018-03-07 08:15,0.056284467
,2018-03-07 08:20,0.851554632
,2018-03-07 08:25,0.711244822
,2018-03-07 08:30,0.229065524
,2018-03-07 08:35,0.167391288
,2018-03-07 08:40,0.220206751
,2018-03-07 08:45,0.496590658
,2018-03-07 08:50,0.156713037
,2018-03-07 08:55,0.435149544
,2018-03-07 09:00,0.841233072
,2018-03-07 09:05,0.253653666
,2018-03-07 09:10,0.879712912
,2018-03-07 09:15,0.527281689
,2018-03-07 09:20,0.055308879
,2018-03-07 09:25,0.453168604
,2018-03-07 09:30,0.785991892
,2018-03-07 09:35,0.52016969
,2018-03-07 09:40,0.278788073
,2018-03-07 09:45,0.324007408
,2018-03-07 09:50,0.365358173
,2018-03-07 09:55,0.685632808
,2018-03-07 10:00,0.755928329
,2018-03-07 10:05,0.93871111
,2018-03-07 10:10,0.998358099
,2018-03-07 10:15,0.662724721
,2018-03-07 10:20,0.400809059
,2018-03-07 10:25,0.738300324
,2018-03-07 10:30,0.735893532
,2018-03-07 10:35,0.177634075
,2018-03-07 10:40,0.317924366
,2018-03-07 10:45,0.242388327
,2018-03-07 10:50,0.047701949
,2018-03-07 10:55,0.71542054
,2018-03-07 11:00,0.165192156
,2018-03-07 11:05,0.228520062
,2018-03-07 11:10,0.054421035
,2018-03-07 11:15,0.223077944
,2018-03-07 11:20,0.186463444
,2018-03-07 11:25,0.968352521
,2018-03-07 11:30,0.823654112
,2018-03-07 11:35,0.315124492
,2018-03-07 11:40,0.333603315
,2018-03-07 11:45,0.851929123
,2018-03-07 11:50,0.555531063
,2018-03-07 11:55,0.322565273
,2018-03-07 12:00,0.289399662
,2018-03-07 12:05,0.738934792
,2018-03-07 12:10,0.644699349
,2018-03-07 12:15,0.573236514
,2018-03-07 12:20,0.506353558
,2018-03-07 12:25,0.258368919
,2018-03-07 12:30,0.738691312
,2018-03-07 12:35,0.440091452
,2018-03-07 12:40,0.272663997
,2018-03-07 12:45,0.297738003
,2018-03-07 12:50,0.379404632
,2018-03-07 12:55,0.624077632
,2018-03-07 13:00,0.326596191
,2018-03-07 13:05,0.716458942
,2018-03-07 13:10,0.977274325
,2018-03-07 13:15,0.328091834
,2018-03-07 13:20,0.316664547
,2018-03-07 13:25,0.936191586
,2018-03-07 13:30,0.161814008
,2018-03-07 13:35,0.529499256
,2018-03-07 13:40,0.508146932
,2018-03-07 13:45,0.277293669
,2018-03-07 13:50,0.57483996
,2018-03-07 13:55,0.227043551
,2018-03-07 14:00,0.354813388
,2018-03-07 14:05,0.543791043
,2018-03-07 14:10,0.835522577
,2018-03-07 14:15,0.887343137
,2018-03-07 14:20,0.274541061
,2018-03-07 14:25,0.63152222
,2018-03-07 14:30,0.61241485
,2018-03-07 14:35,0.789977828
,2018-03-07 14:40,0.053764027
,2018-03-07 14:45,0.233697644
,2018-03-07 14:50,0.157601801
,2018-03-07 14:55,0.107823566
,2018-03-07 15:00,0.117655676
,2018-03-07 15:05,0.419763088
,2018-03-07 15:10,0.49969895
,2018-03-07 15:15,0.538164164
,2018-03-07 15:20,0.068270207
,2018-03-07 15:25,0.231459201
,2018-03-07 15:30,0.703475884
,2018-03-07 15:35,0.280620386
,2018-03-07 15:40,0.173625348
,2018-03-07 15:45,0.401485002
,2018-03-07 15:50,0.154860978
,2018-03-07 15:55,0.59318657
,2018-03-07 16:00,0.64160854
,2018-03-07 16:05,0.073295132
,2018-03-07 16:10,0.573671784
,2018-03-07 16:15,0.421285978
,2018-03-07 16:20,0.318793052
